Stock,Diff,Time1,Volatility,Momentum,Time2
6,-0.696313476562409,1,0.49236798110885954,-0.696313476562409,1.0
6,2.107092285156412,1,1.4899392434199574,2.107092285156412,1.0
6,-1.890051269531213,1,1.3364680694757638,-1.890051269531213,1.0
6,0.37979736328121305,1,0.2685572910529164,0.37979736328121305,2.0
6,-1.7724670410156165,2,0.8867875948478502,-0.8862335205078082,3.0
6,4.413153076171611,3,1.9010299444884007,1.471051025390537,1.0
6,-0.9224609375000057,1,0.652278384285954,-0.9224609375000057,2.0
6,2.613549804687594,2,1.4480811156107543,1.306774902343797,1.0
6,-1.817700195312412,1,1.2853081342695183,-1.817700195312412,1.0
6,2.0347290039064205,1,1.438770676539179,2.0347290039064205,1.0
6,-0.343640136718804,1,0.2429902709617386,-0.343640136718804,3.0
6,3.9700073242187983,3,1.7132554664584176,1.3233357747395995,1.0
6,-1.0399780273440058,1,0.7353755154199553,-1.0399780273440058,3.0
6,2.613525390625213,3,1.230011916773883,0.8711751302084044,1.0
7,3.381844656807985,1,2.3913252897484187,3.381844656807985,3.0
7,-3.9625592912945677,3,1.7366085292738325,-1.3208530970981893,1.0
7,1.0276489257811363,1,0.7266575240989126,1.0276489257811363,1.0
7,-0.059788295200860375,1,0.042276708972111485,-0.059788295200860375,1.0
7,1.0475725446428612,1,0.7407456501018145,1.0475725446428612,3.0
7,-5.371660505022277,3,2.3205473642824708,-1.7905535016740923,2.0
7,3.037405831473137,2,1.576566556175011,1.5187029157365686,1.0
7,-1.8845040457588453,1,1.3325455899295633,-1.8845040457588453,2.0
7,0.8511614118302759,2,0.4743753025120365,0.42558070591513797,1.0
7,-0.06833321707598827,1,0.04831888117472369,-0.06833321707598827,2.0
7,2.8039725167411405,2,1.4020731662405623,1.4019862583705702,1.0
7,-0.9337071010042877,1,0.6602306227621645,-0.9337071010042877,2.0
7,1.3236955915177049,2,0.7445403560543622,0.6618477957588524,2.0
7,-1.7136840820311363,2,0.8893653185809021,-0.8568420410155682,2.0
7,2.4168090820311363,2,1.2397312133129192,1.2084045410155682,1.0
7,-2.792567661830276,1,1.9746435306024495,-2.792567661830276,4.0
7,4.890563964843707,4,2.130256789877664,1.2226409912109268,1.0
7,-3.6095668247768486,1,2.5523491789457045,-3.6095668247768486,6.0
7,9.268737792968864,6,3.1369865966312602,1.5447896321614774,2.0
7,-5.656319754464292,2,2.8366589338054924,-2.828159877232146,1.0
7,1.0390276227677049,1,0.7347034778991822,1.0390276227677049,1.0
7,-0.42415073939713466,1,0.29991986407300203,-0.42415073939713466,2.0
7,0.6632777622765786,2,0.36761126260731936,0.3316388811382893,2.0
7,-1.3550066266740117,2,0.6779517556149383,-0.6775033133370059,1.0
7,1.1215907505579992,1,0.7930844254356707,1.1215907505579992,2.0
7,-7.27893938337057,2,3.6527718133846276,-3.639469691685285,1.0
7,0.1337890625,1,0.09460315334234083,0.1337890625,3.0
7,-3.7632969447542877,3,2.0882838123792675,-1.2544323149180958,2.0
7,0.44976806640629263,2,0.231332639819953,0.22488403320314632,1.0
7,-0.6718052455357224,1,0.4750380447550029,-0.6718052455357224,2.0
7,1.6339808872765786,2,0.8169921122030157,0.8169904436382893,3.0
8,-5.082672119140625,4,2.084780789386969,-1.2706680297851562,1.0
8,0.19769287109375,1,0.13978996974262864,0.19769287109375,2.0
8,-3.9623565673825,2,2.0172341355037724,-1.98117828369125,1.0
8,0.33500671386687486,1,0.23688551911828862,0.33500671386687486,2.0
8,-10.244987487793125,2,5.233887026278311,-5.1224937438965625,2.0
8,3.119361877441875,2,1.5620289624210115,1.5596809387209376,2.0
8,-3.168785095215,2,1.5908043063404715,-1.5843925476075,1.0
8,1.09287261962875,1,0.7727776403125954,1.09287261962875,1.0
8,-1.5487060546875,1,1.0951005533341953,-1.5487060546875,1.0
8,1.636558532715,1,1.157221636291483,1.636558532715,3.0
8,-2.58388519287125,3,1.2207539497026907,-0.8612950642904167,1.0
8,2.723930358886875,1,1.9261096282488155,2.723930358886875,1.0
8,-2.3230361938475,1,1.6426346456113543,-2.3230361938475,1.0
8,1.51025390625,1,1.0679107784228474,1.51025390625,5.0
8,-4.46209716796875,5,1.704822838201655,-0.89241943359375,1.0
8,1.611846923828125,1,1.1397478900735438,1.611846923828125,2.0
8,-5.014030456543125,2,2.759916968204226,-2.5070152282715625,2.0
8,2.265365600585625,2,1.1565695986500786,1.1326828002928124,2.0
8,-3.182502746581875,2,1.5920349732325847,-1.5912513732909375,3.0
8,6.389724731445625,3,2.861150685695511,2.1299082438152084,2.0
8,-1.78985595703125,2,0.939512006358198,-0.894927978515625,3.0
8,2.858238220214375,3,1.2538811119454276,0.9527460734047916,2.0
8,-1.6677703857418749,2,0.8755147024965322,-0.8338851928709374,1.0
8,0.832489013671875,1,0.5886586268306833,0.832489013671875,2.0
8,-5.02272796630875,2,2.5215038570600066,-2.511363983154375,1.0
8,0.890777587890625,1,0.6298748729264568,0.890777587890625,3.0
8,-2.955368041991875,3,1.3397330706576989,-0.9851226806639583,2.0
8,3.474288940429375,2,1.742986658050782,1.7371444702146874,1.0
8,-0.7020721435543749,1,0.4964399735894737,-0.7020721435543749,1.0
8,0.8435821533199999,1,0.5965026611005217,0.8435821533199999,1.0
8,-0.6299209594724999,1,0.44542138205454107,-0.6299209594724999,2.0
9,0.29627482096415747,1,0.20949793499858604,0.29627482096415747,3.0
9,-3.4289652506516575,3,1.4071048733031999,-1.1429884168838857,1.0
9,1.6154073079433289,1,1.1422654618250332,1.6154073079433289,4.0
9,-2.7099609375,4,1.278632385434961,-0.677490234375,3.0
9,8.992299397785828,3,3.8781556695057713,2.997433132595276,2.0
