Day,Close,High,Low,Open,SMA_3,SMA_10,MA_Diff,Volatility,RSI,Daily_Return,Next_Day_Close,Target,Stock
27,95.6048686,96.40020013,94.38443747,95.02893373,95.36947293333333,98.819820144,-3.4503472106666777,1.301329885034948,26.696974349361852,0.004393608821071426,93.42456053,0,1
28,93.42456053,96.37278733,93.04746313,95.71457867,94.73869493333332,97.987459307,-3.248764373666674,1.3210592436264983,21.561030933623513,-0.022805408363900104,93.47256467,1,1
29,93.47256467,94.34332327,92.43725847,93.10917953,94.16733126666666,97.11738992400001,-2.9500586573333436,1.063088163010339,21.917202352410428,0.0005138278385006245,92.71150713,0,1
30,92.71150713,93.63025873,92.29326367,92.56066273,93.20287744333332,96.192469267,-2.989591823666686,1.2471229218194628,20.340289132845868,-0.008142041920930154,93.95250447,1,1
31,93.95250447,94.59700087,92.944623,93.28058347,93.37885875666666,95.456099434,-2.077240677333336,1.0849288153003087,29.275971234009518,0.013385580478805892,94.41873167,1,1
32,94.41873167,95.49517467,92.56066013,92.821203,93.69424775666666,94.93638711399998,-1.242139357333329,0.6385409626908228,32.346347985304945,0.004962371174989544,95.37175493,1,1
33,95.37175493,96.0848128,94.06905,94.13761147,94.58099702333334,94.65938922699999,-0.07839220366665245,0.9995801072444702,38.24790924833564,0.010093582524820066,94.76841227,0,1
34,94.76841227,96.6196278,94.44616407,96.6196278,94.85296629,94.42284544699999,0.43012084300001163,1.0013581919085282,36.10087664527187,-0.006326219544170453,94.18559773,0,1
35,94.18559773,94.61069727,93.18457253,93.9593448,94.77525497666666,94.309715767,0.46553920966665885,0.5544016153837716,34.109049771727896,-0.006149881865062046,95.34434,1,1
36,95.34434,95.9888364,94.0827718,95.16607093,94.76611666666668,94.32548419999999,0.44063246666668476,0.5351366229307504,41.07061509753543,0.012302754326853016,94.782135,0,1
37,94.782135,95.34435773,94.41874987,95.3032208,94.77069091,94.24321083999999,0.52748007000001,0.49018176144506964,38.92195220185437,-0.005896574458431503,96.21508787,1,1
38,96.21508787,96.40020393,94.89181447,94.89181447,95.44718762333333,94.522263574,0.9249240493333417,0.7651609300364041,46.59149360376011,0.015118385653583477,96.2425232,1,1
39,96.2425232,97.33267847,95.652876,96.29051627,95.74658202333335,94.799259427,0.9473225963333505,0.8976681646309972,46.72941596130994,0.0002851458186792222,96.8458964,1,1
40,96.8458964,97.1750008,95.32378513,95.940857,96.43450249,95.212698354,1.221804136000003,0.8168112099522852,49.79978333190473,0.006269299473229184,98.03505453,1,1
41,98.03505453,101.2931639,94.80474133,96.840189,97.04115804333333,95.62095336,1.4202046833333242,1.1774752607834393,55.2715212550573,0.012278869567053707,95.2076416,0,1
42,95.2076416,98.56995127,94.2072848,98.2781794,96.69619751,95.699844353,0.9963531570000015,1.0360102839119,43.211385388353705,-0.028840836000501913,96.2496948,1,1
43,96.2496948,96.84018547,93.561236,94.0614098,96.49746364333333,95.78763834,0.7098253033333322,1.033666760976378,47.73750720504872,0.01094505842690685,97.61128747,1,1
44,97.61128747,98.09063033,96.5761968,96.70123793,96.35620795666667,96.07192586,0.28428209666667215,1.120667889878973,53.007778123936596,0.014146462207794919,99.46614587,1,1
45,99.46614587,99.75791787,97.04860893,97.87529787,97.77570938000001,96.59998067400001,1.175728706000001,1.64389192030918,59.06393544894304,0.019002499076452573,100.2094421,1,1
46,100.2094421,101.6891421,99.51475053,100.1816552,99.09562514666668,97.086490884,2.0091342626666773,2.105216644610904,61.220719993281556,0.007472856452802157,101.3834941,1,1
47,101.3834941,101.6891595,98.96595727,99.75791253,100.35302735666666,97.746626794,2.606400562666664,2.0525904080139106,64.41031069470974,0.011715981801678765,100.3483887,0,1
48,100.3483887,102.3143785,99.77180073,101.8003019,100.64710830000001,98.15995687699998,2.4871514230000287,1.4033600134193922,59.74462001323233,-0.010209801991821421,100.4456583,1,1
49,100.4456583,100.8694183,99.25773013,99.34109093,100.72584703333332,98.580270387,2.145576646333325,0.6848522991739919,60.0375674514388,0.0009693190021295983,99.521698,0,1
50,99.521698,100.5845756,98.97983447,100.3483775,100.10524833333334,98.847850547,1.2573977863333425,0.6667210704617587,55.87782776757555,-0.009198608637124184,99.528656,1,1
51,99.528656,100.1469336,98.79228393,99.48002887,99.8320041,98.997210694,0.8347934060000028,0.7719188146431178,55.902606083534366,6.991440198289567e-05,100.9736125,1,1
52,100.9736125,101.3973816,99.827374,99.827374,100.00798883333334,99.573807784,0.4341810493333469,0.629487104535497,60.82301244705541,0.014517994696924275,99.88296507,0,1
53,99.88296507,102.0504105,98.9242882,101.4738132,100.12841119,99.937134811,0.19127637899998717,0.6297427732037624,55.76516923419517,-0.010801311382218848,102.4602559,1,1
54,102.4602559,102.7311877,99.61895953,99.61895953,101.10561115666667,100.42203165400001,0.6835795026666602,1.2594344201263319,63.49123367193951,0.025803106948154797,102.4533081,0,1
55,102.4533081,103.2244138,101.8419773,102.5366689,101.59884302333334,100.720747877,0.8780951463333508,1.3820195576379293,63.45905588841559,-6.780970766639971e-05,99.8551636,0,1
56,99.8551636,101.9809283,98.70196907,101.9809283,101.58957586666668,100.685320027,0.9042558396666749,1.296665351357644,52.702479117304065,-0.025359303161436975,98.78534953,0,1
57,98.78534953,99.32720393,97.7502586,99.13964213,100.36460707666667,100.42550557000001,-0.0608984933333403,1.6747371757958198,49.018081668015355,-0.010713657976521462,99.50779213,1,1
58,99.50779213,100.4456285,98.92424833,99.22991367,99.38276842,100.341445913,-0.9586774929999962,1.7273674325595614,51.4846563265307,0.007313256504504206,100.5220744,1,1
59,100.5220744,100.7999529,99.26467887,99.68843873,99.60507202000001,100.34908752300001,-0.744015503,1.394396770165503,54.7916752263146,0.010192993415780949,100.383138,0,1
60,100.383138,101.3696017,99.7579136,100.9249923,100.13766817666665,100.435231523,-0.297563346333348,0.7033513660537358,54.246207777430904,-0.0013821481582954043,100.0218811,0,1
61,100.0218811,101.1194923,99.57032507,100.6470961,100.30903116666667,100.484554033,-0.17552286633332415,0.7099071944869297,52.7750221389873,-0.0035987807035878783,102.5158386,1,1
14,111.79927201704545,114.2705305944491,111.35695471508274,112.8989576137291,112.52561627012302,108.58863858309628,3.93697768702674,1.8204610135943682,65.35853054885035,-0.009455467039190424,110.67927689985727,0,2
15,110.67927689985727,111.72215573104545,109.54306434139909,111.5923048486191,111.78167539654333,109.30242365056782,2.4792517459755175,1.3759523775917268,58.880820292005694,-0.010017910644511407,112.16851251775546,1,2
16,112.16851251775546,112.72850491232363,110.54535189986727,110.54535189986727,111.5490204782194,110.19232288707356,1.3566975911458456,0.9162176835614789,63.991268901605295,0.013455415138333926,112.15632768110727,0,2
17,112.15632768110727,113.54007595775455,110.86997497777908,111.99807349657,111.66803903290668,110.75677601207353,0.9112630208331467,0.8010026945609864,63.92126843295906,-0.0001086297426495797,112.20097212357909,1,2
18,112.20097212357909,112.67980646340635,111.52330458075818,112.08329694743726,112.17527077414728,111.241692560369,0.9335782137782758,0.6479904569174443,64.07632613604287,0.00039805549445914856,111.33665882457363,0,2
19,111.33665882457363,113.54010166385092,110.23291142596455,113.54010166385092,111.89798620975334,111.4815152254968,0.4164709842565344,0.6804880376397773,58.80694982089045,-0.007703260342998619,108.17552601207363,0,2
